observation_count,country,country_code,state,state_code,latitude,longitude,observation_date,year
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1970-08-29,1970
15,Canada,CA,British Columbia,CA-BC,49.20626,-123.1858563,1970-08-04,1970
1,Canada,CA,British Columbia,CA-BC,49.2213299,-123.2110997,1970-08-30,1970
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1970-08-17,1970
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1970-09-15,1970
70,Canada,CA,British Columbia,CA-BC,49.20626,-123.1858563,1970-09-05,1970
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1970-09-11,1970
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1970-09-20,1970
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1970-09-08,1970
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1970-09-14,1970
2,Canada,CA,British Columbia,CA-BC,49.2453968,-123.1792259,1970-09-25,1970
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1970-09-01,1970
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1970-09-09,1970
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1970-09-23,1970
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1970-09-28,1970
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1970-09-29,1970
70,Canada,CA,British Columbia,CA-BC,49.2080164,-123.1834004,1970-09-05,1970
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1970-10-23,1970
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1970-10-15,1970
0,Canada,CA,British Columbia,CA-BC,49.0750922,-123.1089306,1970-10-12,1970
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1970-10-04,1970
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1970-10-30,1970
2,Canada,CA,British Columbia,CA-BC,49.2794613,-123.1265487,1970-10-23,1970
10,Canada,CA,British Columbia,CA-BC,49.2686026,-123.187632,1970-10-06,1970
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1970-10-25,1970
0,Canada,CA,British Columbia,CA-BC,49.2629877,-123.2458305,1970-10-01,1970
2,Canada,CA,British Columbia,CA-BC,49.2058333,-123.2627778,1970-10-31,1970
2,Canada,CA,British Columbia,CA-BC,49.20626,-123.1858563,1970-10-31,1970
10,Canada,CA,British Columbia,CA-BC,49.2451587,-123.1155691,1970-10-09,1970
0,Canada,CA,British Columbia,CA-BC,49.15544,-123.11418,1970-10-12,1970
10,Canada,CA,British Columbia,CA-BC,49.20626,-123.1858563,1970-10-17,1970
0,Canada,CA,British Columbia,CA-BC,49.20626,-123.1858563,1970-10-17,1970
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1970-10-06,1970
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1970-11-27,1970
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1970-11-02,1970
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1970-11-06,1970
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1970-11-16,1970
7,Canada,CA,British Columbia,CA-BC,49.0694167,-123.0964071,1970-11-07,1970
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1970-11-26,1970
4,Canada,CA,British Columbia,CA-BC,49.1563382,-123.1960609,1970-11-21,1970
0,Canada,CA,British Columbia,CA-BC,49.3334006,-123.0698776,1970-11-30,1970
0,Canada,CA,British Columbia,CA-BC,49.20626,-123.1858563,1970-11-04,1970
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1970-11-19,1970
1,Canada,CA,British Columbia,CA-BC,49.2453968,-123.1792259,1970-11-12,1970
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1970-11-09,1970
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1970-11-07,1970
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1970-11-01,1970
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1970-11-20,1970
0,Canada,CA,British Columbia,CA-BC,49.0750922,-123.1089306,1970-11-07,1970
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1970-11-22,1970
25,Canada,CA,British Columbia,CA-BC,49.1563939,-123.1365895,1970-11-25,1970
5,Canada,CA,British Columbia,CA-BC,49.2345815,-123.1852984,1970-11-25,1970
0,Canada,CA,British Columbia,CA-BC,49.26401,-123.1682503,1970-11-19,1970
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1970-11-05,1970
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1970-11-13,1970
0,Canada,CA,British Columbia,CA-BC,49.20626,-123.1858563,1970-11-30,1970
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1970-12-21,1970
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1970-12-28,1970
0,Canada,CA,British Columbia,CA-BC,49.2058333,-123.2627778,1970-12-12,1970
13,Canada,CA,British Columbia,CA-BC,49.20626,-123.1858563,1970-12-27,1970
17,Canada,CA,British Columbia,CA-BC,49.3334006,-123.0698776,1970-12-19,1970
14,Canada,CA,British Columbia,CA-BC,49.20626,-123.1858563,1970-12-05,1970
0,Canada,CA,British Columbia,CA-BC,49.3334006,-123.0698776,1970-12-22,1970
0,Canada,CA,British Columbia,CA-BC,49.15544,-123.11418,1970-12-24,1970
0,Canada,CA,British Columbia,CA-BC,49.20626,-123.1858563,1970-12-12,1970
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1970-12-20,1970
0,Canada,CA,British Columbia,CA-BC,49.2492069,-123.1272125,1970-12-06,1970
10,Canada,CA,British Columbia,CA-BC,49.1687957,-123.0417876,1971-01-27,1971
30,Canada,CA,British Columbia,CA-BC,49.20626,-123.1858563,1971-01-01,1971
1,Canada,CA,British Columbia,CA-BC,49.20626,-123.1858563,1971-01-10,1971
7,Canada,CA,British Columbia,CA-BC,49.1620349,-123.1380969,1971-01-08,1971
2,Canada,CA,British Columbia,CA-BC,49.26476,-123.25257,1971-02-04,1971
10,Canada,CA,British Columbia,CA-BC,49.20626,-123.1858563,1971-02-07,1971
3,Canada,CA,British Columbia,CA-BC,49.20626,-123.1858563,1971-02-21,1971
13,Canada,CA,British Columbia,CA-BC,49.2080164,-123.1834004,1971-03-28,1971
20,Canada,CA,British Columbia,CA-BC,49.2084649,-123.1316087,1971-03-23,1971
2,Canada,CA,British Columbia,CA-BC,49.26476,-123.25257,1971-03-01,1971
1,Canada,CA,British Columbia,CA-BC,49.2453968,-123.1792259,1971-04-06,1971
1,Canada,CA,British Columbia,CA-BC,49.26476,-123.25257,1971-04-05,1971
2,Canada,CA,British Columbia,CA-BC,49.2155595,-123.1548433,1971-04-26,1971
1,Canada,CA,British Columbia,CA-BC,49.2633518,-123.1858242,1971-04-02,1971
1,Canada,CA,British Columbia,CA-BC,49.2453968,-123.1792259,1971-04-08,1971
3,Canada,CA,British Columbia,CA-BC,49.2342452,-123.1547856,1971-04-07,1971
2,Canada,CA,British Columbia,CA-BC,49.20626,-123.1858563,1971-04-30,1971
2,Canada,CA,British Columbia,CA-BC,49.26401,-123.1682503,1971-04-21,1971
2,Canada,CA,British Columbia,CA-BC,49.2865072,-123.1329632,1971-04-06,1971
2,Canada,CA,British Columbia,CA-BC,49.1687957,-123.0417876,1971-05-21,1971
1,Canada,CA,British Columbia,CA-BC,49.2672644,-123.1542531,1971-05-27,1971
10,Canada,CA,British Columbia,CA-BC,49.1563382,-123.1960609,1971-05-02,1971
1,Canada,CA,British Columbia,CA-BC,49.0879116,-123.0791152,1971-08-28,1971
17,Canada,CA,British Columbia,CA-BC,49.2179335,-123.1494427,1971-08-28,1971
1,Canada,CA,British Columbia,CA-BC,49.3029688,-123.1432629,1971-09-18,1971
10,Canada,CA,British Columbia,CA-BC,49.2058333,-123.2627778,1971-09-26,1971
5,Canada,CA,British Columbia,CA-BC,49.2058333,-123.2627778,1971-10-23,1971
25,Canada,CA,British Columbia,CA-BC,49.2058333,-123.2627778,1971-11-05,1971
15,Canada,CA,British Columbia,CA-BC,49.2058333,-123.2627778,1971-11-27,1971
3,Canada,CA,British Columbia,CA-BC,49.2058333,-123.2627778,1972-01-14,1972
25,Canada,CA,British Columbia,CA-BC,49.20626,-123.1858563,1972-04-30,1972
2,Canada,CA,British Columbia,CA-BC,49.2642976,-123.1217408,1972-05-02,1972
1,Canada,CA,British Columbia,CA-BC,49.2583041,-123.1200671,1972-05-02,1972
1,Canada,CA,British Columbia,CA-BC,49.2753584,-123.1372762,1972-05-04,1972
1,Canada,CA,British Columbia,CA-BC,49.2624664,-123.0832779,1972-08-19,1972
6,Canada,CA,British Columbia,CA-BC,49.2596474,-123.0961847,1973-03-26,1973
1,Canada,CA,British Columbia,CA-BC,49.256826,-122.9232788,1973-03-31,1973
4,Canada,CA,British Columbia,CA-BC,49.20626,-123.1858563,1973-04-08,1973
13,Canada,CA,British Columbia,CA-BC,49.3029688,-123.1432629,1973-05-04,1973
2,Canada,CA,British Columbia,CA-BC,49.1,-122.9955556,1973-07-08,1973
0,Canada,CA,British Columbia,CA-BC,49.2252417,-123.0780315,1973-07-03,1973
1,Canada,CA,British Columbia,CA-BC,49.2079635,-123.121891,1973-07-05,1973
1,Canada,CA,British Columbia,CA-BC,49.09744,-123.16584,1973-07-08,1973
2,Canada,CA,British Columbia,CA-BC,49.3029688,-123.1432629,1973-08-19,1973
0,Canada,CA,British Columbia,CA-BC,49.3029688,-123.1432629,1973-08-20,1973
1,Canada,CA,British Columbia,CA-BC,49.2584213,-123.1203075,1973-10-10,1973
2,Canada,CA,British Columbia,CA-BC,49.2449486,-123.1615448,1974-06-19,1974
0,Canada,CA,British Columbia,CA-BC,49.2498283,-123.1213226,1974-07-11,1974
4,Canada,CA,British Columbia,CA-BC,49.2314423,-123.209933,1974-08-02,1974
2,Canada,CA,British Columbia,CA-BC,49.2314423,-123.209933,1974-08-03,1974
2,Canada,CA,British Columbia,CA-BC,49.2526804,-123.0819368,1974-08-28,1974
0,Canada,CA,British Columbia,CA-BC,49.3029688,-123.1432629,1974-10-19,1974
4,Canada,CA,British Columbia,CA-BC,49.2697111,-123.1094027,1975-05-23,1975
5,Canada,CA,British Columbia,CA-BC,49.261478,-123.121655,1975-05-15,1975
1,Canada,CA,British Columbia,CA-BC,49.327493,-123.1519961,1975-06-22,1975
2,Canada,CA,British Columbia,CA-BC,49.2314423,-123.209933,1975-06-21,1975
1,Canada,CA,British Columbia,CA-BC,49.2361837,-123.0512094,1976-03-28,1976
0,Canada,CA,British Columbia,CA-BC,49.2419437,-123.1122059,1976-05-15,1976
3,Canada,CA,British Columbia,CA-BC,49.2213299,-123.2110997,1976-08-24,1976
1,Canada,CA,British Columbia,CA-BC,49.2498283,-123.1213226,1976-09-17,1976
5,Canada,CA,British Columbia,CA-BC,49.2473037,-123.0115986,1977-03-02,1977
0,Canada,CA,British Columbia,CA-BC,49.2498283,-123.1213226,1977-03-02,1977
1,Canada,CA,British Columbia,CA-BC,49.2659,-123.17222,1977-07-20,1977
0,Canada,CA,British Columbia,CA-BC,49.2498283,-123.1213226,1977-07-07,1977
3,Canada,CA,British Columbia,CA-BC,49.20793,-123.19726,1977-08-28,1977
2,Canada,CA,British Columbia,CA-BC,49.2295027,-123.0027662,1977-09-08,1977
3,Canada,CA,British Columbia,CA-BC,49.1269529,-123.0782135,1977-09-26,1977
2,Canada,CA,British Columbia,CA-BC,49.20626,-123.1858563,1977-09-16,1977
1,Canada,CA,British Columbia,CA-BC,49.090191,-123.084516,1977-11-20,1977
1,Canada,CA,British Columbia,CA-BC,49.1,-123.185,1977-11-13,1977
1,Canada,CA,British Columbia,CA-BC,49.2213299,-123.2110997,1978-01-15,1978
1,Canada,CA,British Columbia,CA-BC,49.2213299,-123.2110997,1978-04-28,1978
2,Canada,CA,British Columbia,CA-BC,49.2213299,-123.2110997,1978-04-30,1978
2,Canada,CA,British Columbia,CA-BC,49.2770136,-123.1263649,1978-04-24,1978
2,Canada,CA,British Columbia,CA-BC,49.2314423,-123.209933,1978-06-18,1978
0,Canada,CA,British Columbia,CA-BC,49.24219,-123.181715,1978-06-13,1978
1,Canada,CA,British Columbia,CA-BC,49.2419437,-123.1122059,1978-06-17,1978
2,Canada,CA,British Columbia,CA-BC,49.2213299,-123.2110997,1978-07-31,1978
1,Canada,CA,British Columbia,CA-BC,49.3029688,-123.1432629,1978-10-21,1978
2,Canada,CA,British Columbia,CA-BC,49.2167493,-123.2013743,1978-11-04,1978
20,Canada,CA,British Columbia,CA-BC,49.2057016,-122.9056782,1978-11-17,1978
4,Canada,CA,British Columbia,CA-BC,49.3198318,-123.0713196,1978-12-16,1978
3,Canada,CA,British Columbia,CA-BC,49.2213299,-123.2110997,1978-12-03,1978
1,Canada,CA,British Columbia,CA-BC,49.3198318,-123.0713196,1979-01-21,1979
3,Canada,CA,British Columbia,CA-BC,49.3198318,-123.0713196,1979-01-28,1979
2,Canada,CA,British Columbia,CA-BC,49.1533671,-123.1404305,1979-01-29,1979
2,Canada,CA,British Columbia,CA-BC,49.3198318,-123.0713196,1979-02-03,1979
4,Canada,CA,British Columbia,CA-BC,49.3198318,-123.0713196,1979-02-07,1979
1,Canada,CA,British Columbia,CA-BC,49.2598119,-123.2236015,1979-02-18,1979
3,Canada,CA,British Columbia,CA-BC,49.2498283,-123.1213226,1979-03-11,1979
2,Canada,CA,British Columbia,CA-BC,49.3198318,-123.0713196,1979-03-14,1979
0,Canada,CA,British Columbia,CA-BC,49.3029688,-123.1432629,1979-04-27,1979
1,Canada,CA,British Columbia,CA-BC,49.2191667,-123.2116667,1979-04-08,1979
2,Canada,CA,British Columbia,CA-BC,49.2405195,-123.1853163,1979-04-08,1979
2,Canada,CA,British Columbia,CA-BC,49.20626,-123.1858563,1979-04-08,1979
1,Canada,CA,British Columbia,CA-BC,49.1929,-123.1401,1979-05-25,1979
1,Canada,CA,British Columbia,CA-BC,49.1699,-123.047,1979-05-25,1979
2,Canada,CA,British Columbia,CA-BC,49.1250977,-123.1987519,1979-05-25,1979
13,Canada,CA,British Columbia,CA-BC,49.2659,-123.17222,1979-05-29,1979
2,Canada,CA,British Columbia,CA-BC,49.2084442,-123.1302531,1979-06-22,1979
2,Canada,CA,British Columbia,CA-BC,49.216,-122.9241,1979-06-24,1979
1,Canada,CA,British Columbia,CA-BC,49.17,-123.0629,1979-06-24,1979
1,Canada,CA,British Columbia,CA-BC,49.281,-123.0031,1979-06-27,1979
1,Canada,CA,British Columbia,CA-BC,49.1335,-123.0997,1979-06-24,1979
1,Canada,CA,British Columbia,CA-BC,49.2783,-123.0032,1979-06-01,1979
4,Canada,CA,British Columbia,CA-BC,49.2188889,-123.2055556,1979-06-11,1979
1,Canada,CA,British Columbia,CA-BC,49.1897,-123.1138,1979-07-01,1979
1,Canada,CA,British Columbia,CA-BC,49.1907735,-123.1448387,1979-07-26,1979
3,Canada,CA,British Columbia,CA-BC,49.2111,-123.0824,1979-07-01,1979
2,Canada,CA,British Columbia,CA-BC,49.2392,-122.8609,1979-07-12,1979
2,Canada,CA,British Columbia,CA-BC,49.216,-122.9241,1979-07-01,1979
1,Canada,CA,British Columbia,CA-BC,49.2366,-122.8707,1979-08-25,1979
2,Canada,CA,British Columbia,CA-BC,49.2498283,-123.1213226,1979-08-15,1979
1,Canada,CA,British Columbia,CA-BC,49.2811,-123.0087,1979-08-01,1979
1,Canada,CA,British Columbia,CA-BC,49.20793,-123.19726,1979-08-28,1979
1,Canada,CA,British Columbia,CA-BC,49.2775,-123.0307,1979-08-23,1979
2,Canada,CA,British Columbia,CA-BC,49.2168931,-122.9314435,1979-08-23,1979
1,Canada,CA,British Columbia,CA-BC,49.2816,-123.0333,1979-08-22,1979
5,Canada,CA,British Columbia,CA-BC,49.2191667,-123.2116667,1979-09-08,1979
1,Canada,CA,British Columbia,CA-BC,49.2366,-122.8707,1979-09-22,1979
5,Canada,CA,British Columbia,CA-BC,49.2498283,-123.1213226,1979-09-06,1979
10,Canada,CA,British Columbia,CA-BC,49.2025417,-123.1272554,1979-09-03,1979
5,Canada,CA,British Columbia,CA-BC,49.2065513,-123.1664371,1979-09-02,1979
2,Canada,CA,British Columbia,CA-BC,49.2582,-123.0443,1979-09-30,1979
3,Canada,CA,British Columbia,CA-BC,49.2097,-123.066,1979-09-22,1979
2,Canada,CA,British Columbia,CA-BC,49.2498283,-123.1213226,1979-09-08,1979
2,Canada,CA,British Columbia,CA-BC,49.2188889,-123.2055556,1979-09-15,1979
4,Canada,CA,British Columbia,CA-BC,49.2188889,-123.2055556,1979-09-15,1979
3,Canada,CA,British Columbia,CA-BC,49.2498283,-123.1213226,1979-09-09,1979
8,Canada,CA,British Columbia,CA-BC,49.2498283,-123.1213226,1979-10-14,1979
1,Canada,CA,British Columbia,CA-BC,49.2498283,-123.1213226,1979-10-14,1979
2,Canada,CA,British Columbia,CA-BC,49.2188889,-123.2055556,1979-10-27,1979
2,Canada,CA,British Columbia,CA-BC,49.20793,-123.19726,1979-10-27,1979
10,Canada,CA,British Columbia,CA-BC,49.2498283,-123.1213226,1979-10-10,1979
5,Canada,CA,British Columbia,CA-BC,49.2213299,-123.2110997,1979-11-04,1979
1,Canada,CA,British Columbia,CA-BC,49.2498283,-123.1213226,1979-12-20,1979
7,Canada,CA,British Columbia,CA-BC,49.206299,-122.9453051,1979-12-01,1979
1,Canada,CA,British Columbia,CA-BC,49.213,-123.0571,1979-12-16,1979
4,Canada,CA,British Columbia,CA-BC,49.2025417,-123.1272554,1980-01-05,1980
2,Canada,CA,British Columbia,CA-BC,49.2564,-123.09,1980-01-09,1980
2,Canada,CA,British Columbia,CA-BC,49.2111,-123.0824,1980-01-25,1980
2,Canada,CA,British Columbia,CA-BC,49.2807964,-123.0474758,1980-01-19,1980
2,Canada,CA,British Columbia,CA-BC,49.2307142,-123.139379,1980-02-03,1980
1,Canada,CA,British Columbia,CA-BC,49.2715915,-123.1943769,1980-02-29,1980
1,Canada,CA,British Columbia,CA-BC,49.2715915,-123.1943769,1980-02-25,1980
1,Canada,CA,British Columbia,CA-BC,49.2838,-123.0297,1980-02-22,1980
2,Canada,CA,British Columbia,CA-BC,49.1641,-123.1474,1980-02-16,1980
5,Canada,CA,British Columbia,CA-BC,49.2693,-123.0283,1980-02-16,1980
1,Canada,CA,British Columbia,CA-BC,49.2715915,-123.1943769,1980-02-26,1980
1,Canada,CA,British Columbia,CA-BC,49.2715915,-123.1943769,1980-03-03,1980
1,Canada,CA,British Columbia,CA-BC,49.2715915,-123.1943769,1980-03-06,1980
1,Canada,CA,British Columbia,CA-BC,49.2715915,-123.1943769,1980-03-18,1980
1,Canada,CA,British Columbia,CA-BC,49.2694,-123.0565,1980-04-19,1980
1,Canada,CA,British Columbia,CA-BC,49.2715915,-123.1943769,1980-04-30,1980
1,Canada,CA,British Columbia,CA-BC,49.2608,-123.0232,1980-04-19,1980
3,Canada,CA,British Columbia,CA-BC,49.2086,-123.1406,1980-04-04,1980
2,Canada,CA,British Columbia,CA-BC,49.2086,-123.1443,1980-04-04,1980
0,Canada,CA,British Columbia,CA-BC,49.2498283,-123.1213226,1980-04-14,1980
2,Canada,CA,British Columbia,CA-BC,49.2339337,-123.1280386,1980-04-20,1980
1,Canada,CA,British Columbia,CA-BC,49.19626,-123.20307,1980-04-06,1980
1,Canada,CA,British Columbia,CA-BC,49.2694,-123.0565,1980-05-11,1980
1,Canada,CA,British Columbia,CA-BC,49.2498283,-123.1213226,1980-05-04,1980
1,Canada,CA,British Columbia,CA-BC,49.2715915,-123.1943769,1980-05-01,1980
1,Canada,CA,British Columbia,CA-BC,49.20793,-123.19726,1980-05-04,1980
1,Canada,CA,British Columbia,CA-BC,49.2695,-123.0416,1980-05-17,1980
1,Canada,CA,British Columbia,CA-BC,49.2715915,-123.1943769,1980-05-21,1980
1,Canada,CA,British Columbia,CA-BC,49.2003,-122.9454,1980-05-29,1980
1,Canada,CA,British Columbia,CA-BC,49.2225,-122.9119,1980-05-27,1980
2,Canada,CA,British Columbia,CA-BC,49.2425047,-123.0277133,1980-06-15,1980
1,Canada,CA,British Columbia,CA-BC,49.207,-123.0561,1980-06-14,1980
1,Canada,CA,British Columbia,CA-BC,49.2693,-123.0283,1980-06-23,1980
1,Canada,CA,British Columbia,CA-BC,49.09744,-123.16584,1980-06-12,1980
1,Canada,CA,British Columbia,CA-BC,49.2715915,-123.1943769,1980-06-11,1980
1,Canada,CA,British Columbia,CA-BC,49.2715915,-123.1943769,1980-06-09,1980
2,Canada,CA,British Columbia,CA-BC,49.2694,-123.0565,1980-06-23,1980
3,Canada,CA,British Columbia,CA-BC,49.2693,-123.0283,1980-07-06,1980
1,Canada,CA,British Columbia,CA-BC,49.2694,-123.0565,1980-07-13,1980
1,Canada,CA,British Columbia,CA-BC,49.2694,-123.0565,1980-07-06,1980
2,Canada,CA,British Columbia,CA-BC,49.2838,-123.0297,1980-07-06,1980
1,Canada,CA,British Columbia,CA-BC,49.2116,-122.9323,1980-07-09,1980
1,Canada,CA,British Columbia,CA-BC,49.2816,-123.0333,1980-08-18,1980
1,Canada,CA,British Columbia,CA-BC,49.2838,-123.0141,1980-08-17,1980
1,Canada,CA,British Columbia,CA-BC,49.2327,-123.0655,1980-08-03,1980
1,Canada,CA,British Columbia,CA-BC,49.2856,-123.0283,1980-08-17,1980
2,Canada,CA,British Columbia,CA-BC,49.2816,-123.0333,1980-08-21,1980
1,Canada,CA,British Columbia,CA-BC,49.2803,-122.9809,1980-08-20,1980
1,Canada,CA,British Columbia,CA-BC,49.2821,-123.0307,1980-08-21,1980
1,Canada,CA,British Columbia,CA-BC,49.2266,-123.1283,1980-08-03,1980
4,Canada,CA,British Columbia,CA-BC,49.2821,-123.0307,1980-09-22,1980
1,Canada,CA,British Columbia,CA-BC,49.2838,-123.0297,1980-09-18,1980
4,Canada,CA,British Columbia,CA-BC,49.2825092,-123.1044567,1980-09-11,1980
2,Canada,CA,British Columbia,CA-BC,49.2821,-123.0307,1980-09-19,1980
1,Canada,CA,British Columbia,CA-BC,49.2278,-122.9994,1980-09-04,1980
1,Canada,CA,British Columbia,CA-BC,49.2804,-122.9755,1980-09-20,1980
1,Canada,CA,British Columbia,CA-BC,49.2685886,-123.1115913,1980-09-08,1980
2,Canada,CA,British Columbia,CA-BC,49.2804,-122.9879,1980-10-01,1980
1,Canada,CA,British Columbia,CA-BC,49.2803,-122.9809,1980-10-05,1980
1,Canada,CA,British Columbia,CA-BC,49.2803,-122.9809,1980-10-07,1980
1,Canada,CA,British Columbia,CA-BC,49.2803,-122.9809,1980-10-17,1980
1,Canada,CA,British Columbia,CA-BC,49.2812,-123.0467,1980-10-01,1980
1,Canada,CA,British Columbia,CA-BC,49.2342,-123.1282,1980-10-13,1980
3,Canada,CA,British Columbia,CA-BC,49.2357,-123.1258,1980-10-13,1980
1,Canada,CA,British Columbia,CA-BC,49.2573,-123.0566,1980-10-13,1980
1,Canada,CA,British Columbia,CA-BC,49.2129,-123.0858,1980-12-21,1980
1,Canada,CA,British Columbia,CA-BC,49.213,-123.0571,1980-12-21,1980
1,Canada,CA,British Columbia,CA-BC,49.2696,-123.0716,1981-02-28,1981
2,Canada,CA,British Columbia,CA-BC,49.1914,-123.1499,1981-04-26,1981
2,Canada,CA,British Columbia,CA-BC,49.1721,-123.1423,1981-04-14,1981
2,Canada,CA,British Columbia,CA-BC,49.2174,-123.1402,1981-04-07,1981
1,Canada,CA,British Columbia,CA-BC,49.1778,-123.1474,1981-04-06,1981
1,Canada,CA,British Columbia,CA-BC,49.2159,-123.1403,1981-05-25,1981
1,Canada,CA,British Columbia,CA-BC,49.1144416,-123.1525862,1981-05-18,1981
2,Canada,CA,British Columbia,CA-BC,49.1778,-123.1474,1981-05-28,1981
2,Canada,CA,British Columbia,CA-BC,49.1907354,-123.1242085,1981-05-28,1981
1,Canada,CA,British Columbia,CA-BC,49.2009,-122.9225,1981-06-29,1981
1,Canada,CA,British Columbia,CA-BC,49.1702,-123.1479,1981-06-17,1981
1,Canada,CA,British Columbia,CA-BC,49.327493,-123.1519961,1981-06-21,1981
2,Canada,CA,British Columbia,CA-BC,49.2174,-123.1402,1981-06-15,1981
1,Canada,CA,British Columbia,CA-BC,49.1778,-123.1474,1981-06-18,1981
0,Canada,CA,British Columbia,CA-BC,49.1698125,-123.1935596,1981-06-06,1981
1,Canada,CA,British Columbia,CA-BC,49.1778,-123.1474,1981-06-18,1981
3,Canada,CA,British Columbia,CA-BC,49.216,-122.9241,1981-08-28,1981
1,Canada,CA,British Columbia,CA-BC,49.207,-123.0561,1981-08-04,1981
1,Canada,CA,British Columbia,CA-BC,49.2185,-122.9194,1981-08-01,1981
2,Canada,CA,British Columbia,CA-BC,49.202,-123.1497,1981-08-07,1981
7,Canada,CA,British Columbia,CA-BC,49.2158,-123.1403,1981-09-09,1981
2,Canada,CA,British Columbia,CA-BC,49.2521,-123.1153,1981-09-29,1981
6,Canada,CA,British Columbia,CA-BC,49.1998,-123.1252,1981-10-06,1981
1,Canada,CA,British Columbia,CA-BC,49.2399,-123.1394,1981-10-02,1981
1,Canada,CA,British Columbia,CA-BC,49.2498283,-123.1213226,1981-11-22,1981
2,Canada,CA,British Columbia,CA-BC,49.2812,-123.0467,1981-11-01,1981
4,Canada,CA,British Columbia,CA-BC,49.1864,-122.9458,1981-11-08,1981
34,Canada,CA,British Columbia,CA-BC,49.2787,-122.9391,1981-12-20,1981
2,Canada,CA,British Columbia,CA-BC,49.2263729,-123.2015424,1981-12-20,1981
0,Canada,CA,British Columbia,CA-BC,49.3198318,-123.0713196,1981-12-20,1981
2,Canada,CA,British Columbia,CA-BC,49.25555,-123.13492,1982-01-01,1982
2,Canada,CA,British Columbia,CA-BC,49.2123829,-123.1064415,1982-03-03,1982
0,Canada,CA,British Columbia,CA-BC,49.2350966,-123.1555259,1982-04-18,1982
1,Canada,CA,British Columbia,CA-BC,49.2327,-123.0655,1982-06-13,1982
1,Canada,CA,British Columbia,CA-BC,49.2498283,-123.1213226,1982-07-09,1982
1,Canada,CA,British Columbia,CA-BC,49.2112054,-123.2026577,1982-07-24,1982
1,Canada,CA,British Columbia,CA-BC,49.2112054,-123.2026577,1982-08-02,1982
8,Canada,CA,British Columbia,CA-BC,49.2113729,-123.0770588,1982-09-19,1982
1,Canada,CA,British Columbia,CA-BC,49.2498283,-123.1213226,1982-09-12,1982
10,Canada,CA,British Columbia,CA-BC,49.2787,-122.9391,1982-12-19,1982
0,Canada,CA,British Columbia,CA-BC,49.3198318,-123.0713196,1983-01-04,1983
27,Canada,CA,British Columbia,CA-BC,49.2505,-123.0682,1983-01-04,1983
0,Canada,CA,British Columbia,CA-BC,49.19626,-123.20307,1983-02-24,1983
0,Canada,CA,British Columbia,CA-BC,49.27385,-123.15387,1983-10-31,1983
0,Canada,CA,British Columbia,CA-BC,49.2588427,-123.1704712,1984-01-01,1984
2,Canada,CA,British Columbia,CA-BC,49.2334,-123.1164,1984-01-28,1984
3,Canada,CA,British Columbia,CA-BC,49.208514,-123.1205177,1984-05-26,1984
2,Canada,CA,British Columbia,CA-BC,49.2213299,-123.2110997,1984-06-10,1984
0,Canada,CA,British Columbia,CA-BC,49.2498283,-123.1213226,1984-07-18,1984
0,Canada,CA,British Columbia,CA-BC,49.2498283,-123.1213226,1984-07-17,1984
2,Canada,CA,British Columbia,CA-BC,49.2498283,-123.1213226,1984-07-17,1984
